iso,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg
MLT,2004,2.504050279,602.0885462
MMR,2004,102186.3236,53642997.06
MNE,2004,915.3286137,361431.8754
MNG,2004,53302.97359,10148393.47
MOZ,2004,107725.6994,34167579.03
MRT,2004,0.073707407,11.15536341
MSR,2004,7.670082819,4290.699934
MTQ,2004,166.9943681,83604.05493
MUS,2004,328.8277761,150828.9841
MWI,2004,5712.450872,2069069.291
MYS,2004,351801.5405,198593241.4
MYT,2004,5.104813809,2126.588215
NAM,2004,61.463207,14588.99758
NCL,2004,1510.202993,594343.947
NER,2004,0.075177348,13.35297844
NGA,2004,14643.94795,5365011.962
NIC,2004,21064.75244,10009898.47
NLD,2004,1297.312207,467789.4925
NOR,2004,33742.07112,6970895.992
NPL,2004,2479.589152,1332560.078
NZL,2004,60680.50743,27935802.01
PAK,2004,1168.056217,438570.0067
PAN,2004,16835.99287,8677313.92
PER,2004,101320.4688,63954043.29
PHL,2004,48579.06243,28761107.52
PLW,2004,29.82970905,21737.07297
PNG,2004,58329.43331,41122596.2
POL,2004,41873.83975,12932539.08
PRI,2004,1323.684332,601969.8236
PRK,2004,11358.56694,3029195.822
PRT,2004,55314.55767,12071553.95
PRY,2004,247347.943,69434730.14
PSE,2004,1.180418107,244.8463569
ROU,2004,18859.00772,7755453.689
RUS,2004,3521017.807,614468138.8
RWA,2004,1121.687132,446846.3259
SDN,2004,13.20682805,2426.21433
SEN,2004,128.0469593,38169.71871
SGP,2004,34.99393024,12955.44298
SLB,2004,3543.180225,2726688.256
SLE,2004,4019.839491,1634639.032
SLV,2004,4554.936208,1786733.396
SMR,2004,0.613287081,133.1133379
SOM,2004,215.0111914,43093.97407
SRB,2004,2637.804358,1096942.149
SSD,2004,10442.50618,2521666.979
SUR,2004,5423.311786,3685768.685
SVK,2004,4624.862474,2053214.56
SVN,2004,1271.787497,571762.4683
SWE,2004,271564.1661,54528705.31
SWZ,2004,5363.851962,2745160.35
SXM,2004,1.098571789,293.5709369
SYR,2004,107.0223453,28104.6797
TCA,2004,10.44454822,1855.833757
TCD,2004,456.7286127,119122.4055
TGO,2004,2761.038164,806706.6029
THA,2004,91835.29434,48044783.42
TJK,2004,20.00465123,5233.079578
TKM,2004,28.8497196,7237.305555
TLS,2004,2061.910767,1141109.657
TTO,2004,734.0504236,364152.4903
TUN,2004,318.5653458,92133.93866
TUR,2004,28978.04726,7031914.417
TWN,2004,1858.343827,957617.1398
TZA,2004,66892.58738,21158522.24
UGA,2004,18076.7597,7537058.667
UKR,2004,49493.09679,16047721.25
URY,2004,15126.32598,5414946.889
USA,2004,2746107.321,857198400.5
UZB,2004,48.65639147,11667.58801
VCT,2004,21.28327655,11871.99465
VEN,2004,90986.85666,35555926.78
VGB,2004,2.630956387,956.0463249
VIR,2004,33.27492403,13303.46277
VNM,2004,73880.88154,39989419.9
VUT,2004,377.5604624,206539.58
XAD,2004,1.589353235,430.9355555
XCA,2004,16.44449478,555.8438958
XKO,2004,572.839652,251626.0274
XNC,2004,15.4524238,3531.168616
ZAF,2004,72602.01358,35787593.02
ZMB,2004,28487.54906,9974038.819
ZWE,2004,8421.515295,2858197.717
AFG,2005,235.9568343,68438.43254
AGO,2005,93434.73684,27337598.24
AIA,2005,3.658662923,682.2922849
ALA,2005,698.8540973,157513.1926
ALB,2005,694.575351,262885.5642
AND,2005,2.396157698,902.0477084
ARG,2005,367249.3478,78395861.06
ARM,2005,104.0145776,31452.68186
ATG,2005,61.16559982,21396.59285
AUS,2005,177023.6081,40665984.29
AUT,2005,21657.14561,9930794.365
AZE,2005,246.2652588,63222.69826
BDI,2005,985.3796719,341252.3432
BEL,2005,3027.934669,1461998.623
BEN,2005,1591.086602,511217.5554
BES,2005,1.106611155,70.03349421
BFA,2005,16.907762,4247.922999
BGD,2005,3293.032456,1648051.511
BGR,2005,6566.710561,2310751.892
BHS,2005,1450.090574,317270.7133
BIH,2005,573.6156294,255031.6955
BLM,2005,0.073298845,15.56595743
BLR,2005,36192.43595,11156831.07
BLZ,2005,8103.846463,3568210.458
BMU,2005,0.326339101,94.12538275
BOL,2005,250748.3272,117294090.9
BRA,2005,3486562.705,1821771706
BRB,2005,9.518267798,2682.752797
BRN,2005,1278.318599,865696.6318
BTN,2005,770.0022306,472283.5863
BWA,2005,49.09584397,7786.085166
CAF,2005,29316.80744,12722799.17
CAN,2005,2920793.258,466071698.5
CHE,2005,2321.120704,1188646.759
CHL,2005,106925.7186,35494545.21
CHN,2005,383590.3454,155789862.5
CIV,2005,65315.24855,24312709.23
CMR,2005,25159.00557,13630903.62
COD,2005,485292.8788,273694335.1
COG,2005,18853.37768,9953964.435
COL,2005,188743.6709,99734359.61
COM,2005,86.55857499,43986.60662
CPV,2005,5.479304097,0
CRI,2005,16562.80375,7539130.866
CUB,2005,12833.60324,4221175.425
CUW,2005,0.677289202,146.2478159
CYM,2005,9.160497889,2510.510446
CYP,2005,34.65057256,8141.281769
CZE,2005,25560.17641,11065313.43
DEU,2005,39738.50154,17839728.56
DMA,2005,52.32315261,30297.89404
DNK,2005,9048.804003,2510213.887
DOM,2005,25088.10483,10223153.53
DZA,2005,4469.568629,1222985.401
ECU,2005,40379.26473,22883904.62
EGY,2005,52.65109406,10825.54315
ESP,2005,48955.00105,13355137.57
EST,2005,14818.21345,3625860.915
ETH,2005,15868.63341,6501092.912
FIN,2005,230333.5206,45045192.75
FJI,2005,1665.637319,911882.3983
FRA,2005,46390.59105,19024129.29
GAB,2005,17699.01808,10680262.83
GBR,2005,8872.532132,3585897.512
GEO,2005,548.9994964,203104.5582
GHA,2005,41346.40078,17543312.84
GIN,2005,14580.93563,4972792.707
GLP,2005,223.0801862,85699.02642
GMB,2005,5.544739316,1740.241305
GNB,2005,3928.186248,1320997.573
GNQ,2005,1608.551506,982967.5345
GRC,2005,4180.682542,992735.8881
GRD,2005,47.48766736,25759.46465
GTM,2005,100829.2897,40329375.31
GUF,2005,2840.653312,2115825.826
GUY,2005,5832.153956,3774665.185
HKG,2005,8.768261271,2788.836902
HND,2005,40471.66286,18358068.26
HRV,2005,2747.170451,1152395.918
HTI,2005,2033.240901,778094.6905
HUN,2005,10398.14546,3751126.487
IDN,2005,1182441.785,901923225.8
IMN,2005,10.69349067,3177.456983
IND,2005,62504.67385,30857132.96
IRL,2005,8093.547856,3540934.232
IRN,2005,173.0219534,40866.91491
IRQ,2005,4.556405289,1056.089753
ISR,2005,137.2860979,31470.56367
ITA,2005,10896.06101,3096331.449
JAM,2005,7597.856756,3831555.057
JOR,2005,0.0654041,14.53251042
JPN,2005,36385.89071,15016499.9
KAZ,2005,3166.542801,860165.0121
KEN,2005,12745.43286,5426395.55
KGZ,2005,82.05093488,22174.36821
KHM,2005,64649.35026,35022345.67
KNA,2005,18.90325368,8156.626077
KOR,2005,8922.221204,2538189.1
LAO,2005,68327.27624,37856812.62
LBN,2005,300.1351942,73557.17268
LBR,2005,11323.80671,5223002.504
LBY,2005,21.82575351,4190.342094
LCA,2005,53.96006045,25643.74063
LIE,2005,5.532249858,2607.555326
LKA,2005,4682.153365,1883097.02
LSO,2005,2.013437065,377.7152837
LTU,2005,20384.54333,5792159.848
LUX,2005,67.94917344,32999.20828
LVA,2005,40712.26075,11211721.53
MAF,2005,4.906544016,1513.322563
MAR,2005,1526.380009,392058.4706
MDA,2005,109.776083,29491.7069
MDG,2005,93628.14996,42954862.87
MDV,2005,3.597419443,185.1842348
MEX,2005,206855.7161,69939840.17
MKD,2005,1306.67832,464417.8648
MLI,2005,83.21800502,25570.56554
MLT,2005,0.375244902,89.4952818
MMR,2005,91847.19125,50088364.97
MNE,2005,172.2862593,77449.22532
MNG,2005,7466.82574,1626158.29
MOZ,2005,150558.1388,50694124.51
MRT,2005,0.073900905,11.65000807
MSR,2005,24.34238823,13700.52598
MTQ,2005,204.773849,97736.70602
MUS,2005,174.2112224,79583.0859
MWI,2005,9445.008719,3156650.937
MYS,2005,375419.863,222655297.6
MYT,2005,34.30775129,16227.0049
NAM,2005,64.32429262,10047.08319
NCL,2005,1471.686913,611709.9598
NGA,2005,13279.8991,5053490.203
NIC,2005,95150.05188,47341330.94
NLD,2005,1472.038062,554491.9473
NOR,2005,24918.83752,5269418.59
NPL,2005,2758.319494,1655001.518
NZL,2005,52519.23788,24507308.45
PAK,2005,948.1827763,322731.3181
PAN,2005,12349.22333,6541993.073
PER,2005,163023.1377,100484044.3
PHL,2005,49781.58481,28889083.39
PLW,2005,43.40984524,31457.71881
PNG,2005,39021.21608,27789516.95
POL,2005,82378.57067,27348424.41
PRI,2005,1288.007315,582747.387
PRK,2005,16528.51423,4316347.479
PRT,2005,38934.42515,9555518.813
PRY,2005,262650.764,61898348.53
PSE,2005,0.456773346,84.22069358
REU,2005,225.3239566,119764.3284
ROU,2005,19418.21377,8371027.169
RUS,2005,1589993.162,385231352.1
RWA,2005,821.9229421,354157.2584
SDN,2005,100.1878736,24393.49947
SEN,2005,71.58203072,20845.81427
SGP,2005,82.29476475,30383.67082
SLB,2005,6549.425911,4928789.493
SLE,2005,6872.404838,2758125.742
SLV,2005,5880.546431,2321950.265
SMR,2005,0.167247596,30.8278165
SOM,2005,271.9112389,47218.64186
SRB,2005,1550.573728,646460.7789
SSD,2005,10566.19773,2505630.935
SUR,2005,3512.144503,2398798.131
SVK,2005,27674.41493,11618947.52
SVN,2005,1950.954262,895118.681
SWE,2005,248560.1687,53632601.38
SWZ,2005,4535.096301,2424668.184
SXM,2005,3.588811762,873.7545648
SYC,2005,0.151844089,40.9173104
SYR,2005,791.8076299,124850.5241
TCA,2005,22.25030443,3626.67664
TCD,2005,472.3727029,129610.5452
TGO,2005,2047.965588,660500.5367
THA,2005,84287.06004,45570312.36
TJK,2005,28.53926539,7381.700546
TKM,2005,30.5327798,9030.866122
TLS,2005,1311.308118,741292.8715
TTO,2005,1228.863956,583236.1388
TUN,2005,632.9729463,178207.7433
TUR,2005,20410.60263,4843219.379
TWN,2005,1522.31502,767885.4208
TZA,2005,91583.41419,29405979.4
UGA,2005,29172.07693,12707180.07
UKR,2005,36558.45416,12422386.71
UMI,2005,84.49769213,0
URY,2005,15919.04662,6422829.638
USA,2005,2691182.312,813813028.7
UZB,2005,21.18575016,5348.669405
VCT,2005,16.63506363,8993.969973
VEN,2005,94967.00677,37257354.33
VGB,2005,3.727422079,1430.510272
VIR,2005,20.30460963,6914.570399
VNM,2005,102211.1188,55847017.05
VUT,2005,254.4832671,144125.2631
XAD,2005,0.190439375,42.47975246
XCA,2005,6.98901279,300.8314719
XKO,2005,313.8317035,134955.2104
XNC,2005,3.654244014,832.0397111
ZAF,2005,104652.3464,58289701.2
ZMB,2005,57518.16135,20205514.57
ZWE,2005,11748.83515,3939142.922
ABW,2006,0.225486961,41.78953686
AFG,2006,152.0845359,42950.89897
AGO,2006,76940.42603,22556112.23
AIA,2006,1.317156598,243.7396196
ALA,2006,100.1445616,23307.18787
ALB,2006,962.7062924,398056.4114
AND,2006,6.624548271,2691.40947
ARG,2006,316447.2284,71798190.73
ARM,2006,129.7490667,40215.56781
ATG,2006,61.152116,18374.38408
AUS,2006,186303.9394,44560711.24
AUT,2006,12583.53339,6023858.939
AZE,2006,525.2014627,143513.5355
BDI,2006,343.5676257,117794.9835
BEL,2006,6916.084249,3449907.682
BEN,2006,1794.804498,538458.5833
BES,2006,6.900502289,74.8173317
BFA,2006,4.757071365,1175.134921
BGD,2006,6862.821263,3302550.461
BGR,2006,5171.123841,1770580.316
BHS,2006,1015.773944,230374.3223
BIH,2006,535.9688348,233906.3303
BLR,2006,42269.35271,13143194.9
BLZ,2006,4269.735224,1914931.93
BMU,2006,0.065301982,24.88532616
BOL,2006,216314.8215,98877188.6
BRA,2006,2876804.747,1464729178
BRB,2006,4.122334598,1217.75722
BRN,2006,1013.514425,700049.3472
BTN,2006,622.8728831,384070.4117
BWA,2006,40.10784404,6649.943903
CAF,2006,57883.22093,22046699.5
CAN,2006,2406190.736,431340625.5
CHE,2006,2048.850496,1030050.283
CHL,2006,91923.23939,31531002.96
CHN,2006,575232.887,226898363.4
CIV,2006,97775.24079,39946131.86
CMR,2006,35986.04111,18877565.36
COD,2006,453170.6128,261646264.4
COG,2006,22153.9381,12494052.18
COL,2006,189963.6017,98473072.25
COM,2006,12.96365993,7525.197143
CPV,2006,6.024247134,0
CRI,2006,10059.47496,5088477.281
CUB,2006,12305.08782,4287837.404
CUW,2006,3.460681364,707.1841035
CYM,2006,17.95942013,4629.406019
CYP,2006,58.60322574,13910.08596
CZE,2006,8606.687254,3763938.123
DEU,2006,42652.88487,20110415.55
DMA,2006,25.38270162,14710.01666
DNK,2006,5213.706719,1486290.513
DOM,2006,13413.9154,5225363.997
DZA,2006,5415.394074,1522473.822
ECU,2006,35602.59677,20392778.89
EGY,2006,38.12591039,8286.535791
ESP,2006,72719.07732,21540850.56
EST,2006,21731.76607,5344564.949
ETH,2006,12075.93886,5417117.227
FIN,2006,182294.8218,35632094.96
FJI,2006,1874.418806,1021300.417
FRA,2006,55049.47436,23533225.5
GAB,2006,19300.76156,10801118.51
GBR,2006,21053.4779,7903378.907
GEO,2006,531.3530526,196036.069
GGY,2006,0.151252314,34.32067764
GHA,2006,27136.10603,11587131.01
GIN,2006,15305.72413,5680544.412
GLP,2006,62.26845623,24963.23757
GMB,2006,6.294415373,1441.909869
GNB,2006,2018.27363,688936.0832
GNQ,2006,1255.615539,778525.7263
GRC,2006,7345.97017,1492898.597
GRD,2006,31.53202039,17151.77686
GTM,2006,52558.40356,22760049.56
GUF,2006,2534.97069,1948463.142
GUY,2006,5933.770238,3854615.911
HKG,2006,20.81847235,5858.672321
HND,2006,41630.86209,18747228.78
HRV,2006,2204.198907,908079.9913
HTI,2006,1162.839786,448195.111
HUN,2006,7989.93471,2940209.277
IDN,2006,1433150.234,1000527653
IMN,2006,26.24447503,8965.233529
IND,2006,67410.50808,32225329.12
IRL,2006,5248.275462,2379562.59
IRN,2006,140.7888508,33388.43819
IRQ,2006,6.240043598,1488.614199
ISR,2006,132.2276804,28276.92506
ITA,2006,8901.865352,2413807.676
JAM,2006,2797.683668,1356050.837
JEY,2006,0.202687906,59.94858672
JOR,2006,0.783579142,157.8107678
JPN,2006,38974.45383,16337126.41
KAZ,2006,3142.037634,802424.1701
KEN,2006,20656.43878,9659897.46
KGZ,2006,110.5831599,30268.25981
KHM,2006,80507.1954,44920978.1
KNA,2006,20.4544453,9190.474818
KOR,2006,10148.49521,2974628.358
LAO,2006,122677.8799,66460898.68
LBN,2006,148.8179049,36271.60462
LBR,2006,36221.24298,17092727.68
LBY,2006,16.30246551,3505.185465
LCA,2006,98.11695234,51338.692
LIE,2006,11.59810537,5399.010616
LKA,2006,7730.473436,2955024.653
LSO,2006,2.425620266,741.5329723
LTU,2006,17449.72687,5119652.833
LUX,2006,365.9888042,184035.4495
LVA,2006,38893.50325,11012331.13
MAC,2006,3.49832494,3.876068973
MAF,2006,2.636319611,822.967177
MAR,2006,2221.77692,626074.826
MDA,2006,173.201521,48397.89325
MDG,2006,71034.03766,28323023.39
MDV,2006,3.906378081,140.5556431
MEX,2006,179043.6659,61592465.2
MKD,2006,2042.132597,774722.788
MLI,2006,103.7089366,30435.08007
MLT,2006,0.625885313,152.9780329
MMR,2006,127464.1415,66812362.83
MNE,2006,175.546174,67995.49001
MNG,2006,13249.21445,2930440.768
MOZ,2006,172223.8975,59923126.25
MSR,2006,12.61260458,6770.624613
MTQ,2006,91.17823278,43307.61226
MUS,2006,142.4874223,64106.56558
MWI,2006,5563.048996,2250568.393
MYS,2006,333901.3949,205492406.5
MYT,2006,41.58675274,20487.18827
NAM,2006,17.04099672,3740.826854
NCL,2006,2134.532561,908157.4078
NGA,2006,26167.55795,9935183.171
NIC,2006,38875.4582,19912312.41
NLD,2006,1482.347281,585689.7104
NOR,2006,40648.51286,9076876.32
NPL,2006,3255.010029,1872107.502
NZL,2006,61671.65711,29760865.74
PAK,2006,1345.32011,486981.4112
PAN,2006,34322.71157,17568304.67
PER,2006,88915.88444,55897619.91
PHL,2006,57428.52505,33496830.01
PLW,2006,34.86713969,26782.44121
PNG,2006,56388.4053,41005231.01
POL,2006,37680.33709,12396794.37
PRI,2006,1242.998386,586303.6495
PRK,2006,12580.25143,3677489.249
PRT,2006,42566.30062,10387241.72
PRY,2006,148256.361,34404030.97
PSE,2006,0.723415528,160.2808053
REU,2006,628.8964876,331885.001
ROU,2006,13066.51923,5689119.329
RUS,2006,2233420.158,484735197.9
RWA,2006,745.5328997,322411.8442
SDN,2006,4.150664514,739.9245611
SEN,2006,41.24825585,11437.4109
SGP,2006,56.06806504,23012.61657
SLB,2006,5068.41964,3840120.406
SLE,2006,28525.9284,12080065.97
SLV,2006,4604.314795,1776910.41
SOM,2006,118.5166969,23187.59419
SRB,2006,1891.223049,806154.679
SSD,2006,8963.298123,2190278.804
SUR,2006,3404.350216,2413860.575
SVK,2006,8022.866911,3551571.088
SVN,2006,1246.118948,573933.6919
SWE,2006,249126.0801,52863635.65
SWZ,2006,9431.399995,5106760.608
SXM,2006,2.270716446,499.7206132
SYC,2006,0.151818217,0
SYR,2006,280.7515573,63948.03217
TCA,2006,4.577945866,889.1817575
TCD,2006,2981.897009,802705.6063
TGO,2006,1687.80643,529221.7376
THA,2006,99820.57963,52006927.91
TJK,2006,19.43307664,5651.325313
TKM,2006,13.62915283,3263.240057
TLS,2006,2929.092199,1657916.448
TTO,2006,1755.825236,813890.2417
TUN,2006,353.7352516,96982.35515
TUR,2006,25884.82381,5933264.558
TWN,2006,2076.722502,1054557.665
TZA,2006,85295.84419,26138932.42
UGA,2006,28448.19803,11907565.17
UKR,2006,42130.10873,14439559.49
UMI,2006,0.073094775,0
URY,2006,21029.2794,9638558.939
USA,2006,2605664.476,831658966
UZB,2006,53.07967529,13369.42786
VCT,2006,10.49410676,5506.764537
VEN,2006,85490.75854,33518483.67
VGB,2006,2.777119089,986.8976225
VIR,2006,73.8059374,28396.95338
VNM,2006,78777.19253,44456427.97
VUT,2006,219.1213868,122578.6784
XAD,2006,2.097757331,509.1649225
XCA,2006,8.970921929,801.5595732
XKO,2006,519.9870445,237246.1172
XNC,2006,15.89387124,3921.75378
ZAF,2006,104943.2707,58377953.14
ZMB,2006,40500.9012,14180162.07
ZWE,2006,14883.27679,5636678.174
AFG,2007,252.841662,74002.09876
AGO,2007,145286.7126,47867669.71
AIA,2007,8.63554887,1665.85033
ALA,2007,247.9460723,58803.86954
ALB,2007,5225.026688,1537004.075
AND,2007,2.169059292,989.7011917
ARG,2007,425345.2678,85309835.18
ARM,2007,54.53641566,17000.57746
ATG,2007,37.15782874,10441.74143
AUS,2007,372716.7841,76654637.65
AUT,2007,31669.68993,15354764.44
AZE,2007,507.5572253,137144.7191
BDI,2007,1861.686871,669738.2385
BEL,2007,5985.142534,3035627.767
BEN,2007,4659.699062,1532750.527
BES,2007,0.660916714,108.9889448
BFA,2007,2.868084606,760.348482
BGD,2007,3995.102624,1906052.728
BGR,2007,9557.281925,3277527.779
BHS,2007,604.8076716,161358.0679
BIH,2007,2681.522459,755376.011
BLR,2007,32656.75023,10390735.21
BLZ,2007,12263.6032,5657255.743
BOL,2007,189952.9201,91680958.9
BRA,2007,2621820.178,1283804352
BRB,2007,31.6282371,10916.99322
BRN,2007,1564.832815,1020427.354
BTN,2007,508.2207291,288760.7239
BWA,2007,33.55963859,5741.002732
CAF,2007,37308.15626,17792011.82
CAN,2007,2117900.17,420001972.5
CHE,2007,1852.248352,935395.7049
CHL,2007,121652.3289,41503795.94
CHN,2007,652978.7122,286710178.5
CIV,2007,90855.54001,37348204.85
CMR,2007,45916.05231,24647526.49
COD,2007,462903.2876,266389403.1
COG,2007,29764.68795,15988238.72
COL,2007,269029.2864,145498593.9
COM,2007,77.72839325,39427.68917
CPV,2007,0.591771181,0
CRI,2007,11447.87329,5761087.909
CUB,2007,7873.760798,2561844.906
CUW,2007,4.21289018,871.6599445
CYM,2007,17.86412731,4398.349399
CYP,2007,778.2392784,113561.0784
CZE,2007,21325.09484,9695823.495
DEU,2007,93223.62502,46400040.35
DMA,2007,40.30000141,23388.34619
DNK,2007,4381.407304,1287739.769
DOM,2007,16059.06186,6454955.06
DZA,2007,5201.556583,1488680.568
ECU,2007,60539.50437,33603395.34
EGY,2007,78.27013989,18006.23759
ESP,2007,60256.31685,20184855.96
EST,2007,16188.59507,4161791.809
ETH,2007,25608.57311,12090063.7
FIN,2007,151914.8779,31361352.75
FJI,2007,2148.467098,1141608.324
FRA,2007,49246.17317,21922594.24
GAB,2007,16501.47575,9869632.455
GBR,2007,31222.41959,11855028.11
GEO,2007,992.4460001,348214.1208
GHA,2007,40172.37056,17616642.95
GIN,2007,33821.27135,13241403.46
GLP,2007,158.3031189,63884.04488
GMB,2007,49.60546798,10936.71148
GNB,2007,6044.027621,2082621.341
GNQ,2007,3141.527252,1831087.005
GRC,2007,46061.55696,6562633.273
GRD,2007,67.81289337,38042.32047
GTM,2007,126556.7246,55376808.94
GUF,2007,3328.108834,2509847.264
GUY,2007,5249.63206,3408676.134
HKG,2007,29.58773664,6079.797975
HND,2007,42412.38496,19121219.17
HRV,2007,3237.112404,1273416.046
HTI,2007,2077.211676,790986.1416
HUN,2007,9361.071277,3450864.916
IDN,2007,1387625.292,1031428132
IMN,2007,30.38838462,10062.37869
IND,2007,73906.51986,35499253.38
IRL,2007,11681.90158,5069676.129
IRN,2007,131.0592763,31070.71507
IRQ,2007,10.32854486,2525.509834
ISR,2007,47.96047012,10836.54559
ITA,2007,11590.05571,3265163.181
JAM,2007,1269.915259,619194.8958
JOR,2007,0.391925697,81.9607589
JPN,2007,45585.77816,19559080.35
KAZ,2007,4605.437639,1178600.189
KEN,2007,26102.96008,12839409.81
KGZ,2007,107.4293335,29130.43477
KHM,2007,77676.05563,43094365.04
KNA,2007,12.28689485,5684.470426
KOR,2007,8096.166335,2465306.76
LAO,2007,132995.1258,72762094.35
LBN,2007,273.0303215,70947.10051
LBR,2007,44282.08228,21572248.13
LBY,2007,4.290915298,880.6814531
LCA,2007,48.575696,25424.19494
LIE,2007,8.433932017,4734.545768
LKA,2007,10241.81996,3451204.083
LSO,2007,3.018690577,796.7711555
LTU,2007,16036.74941,4888817.133
LUX,2007,502.2325747,261664.728
LVA,2007,36128.7537,10519000.8
MAC,2007,4.42678234,9.303157074
MAF,2007,2.709545012,749.0387396
MAR,2007,2513.070495,698487.0751
MDA,2007,236.2628222,64199.88984
MDG,2007,188580.0889,88666993.17
MDV,2007,6.1934676,207.3799285
MEX,2007,218600.7542,78836556.3
MKD,2007,3862.343733,1125825.43
MLI,2007,125.0852239,37214.67986
MLT,2007,0.813837645,211.5579289
MMR,2007,146598.3183,78840399.93
MNE,2007,1051.424389,344387.4139
MNG,2007,48081.70457,7683140.799
MOZ,2007,138492.6066,46172195.16
MSR,2007,10.47386603,5382.620443
MTQ,2007,155.675143,79857.1851
MUS,2007,131.7104811,61171.91901
MWI,2007,7494.461042,2873573.238
MYS,2007,405158.5125,267607761.9
MYT,2007,20.04483602,10481.9158
NAM,2007,80.07489582,12563.22933
NCL,2007,975.1134733,403875.4457
NER,2007,0.075170936,6.657034642
NGA,2007,24572.53018,9891363.298
NIC,2007,88499.9115,47233706.9
NLD,2007,1646.094035,676936.1596
NOR,2007,31841.16195,7139755.412
NPL,2007,3465.502269,2018917.059
NZL,2007,62642.62341,30216683.11
PAK,2007,1123.463104,382406.0461
PAN,2007,20644.52749,10655855.09
PER,2007,115742.7787,73675091.31
PHL,2007,66498.02542,38817353.13
PLW,2007,90.63736882,67938.70453
PNG,2007,49173.00346,36530539.31
POL,2007,57310.99658,19859661.6
PRI,2007,1037.451056,481324.4169
PRK,2007,13289.30116,3848011.859
PRT,2007,36321.93875,11417393.46
PRY,2007,426216.1302,97702444.28
PSE,2007,1.179882171,258.3958287
ROU,2007,38081.9261,16531197.73
RUS,2007,2338922.594,497445391
RWA,2007,1429.976725,622259.1082
SDN,2007,184.9207849,47052.17525
SEN,2007,172.3213261,47300.88438
SGP,2007,74.44906843,26083.25704
SLB,2007,5665.31338,4324270.88
SLE,2007,21878.47753,9661379.695
SLV,2007,2984.158948,1217114.189
SMR,2007,0.947952559,193.8267982
SOM,2007,270.5877625,49737.8584
SPM,2007,0.10590869,0
SRB,2007,2254.056465,914390.8669
SSD,2007,9523.609931,2541269.578
SUR,2007,3625.827878,2605809.044
SVK,2007,9485.823045,4408797.777
SVN,2007,2106.658484,959420.5263
SWE,2007,182858.0368,40151438.41
SWZ,2007,6469.371087,3413378.646
SXM,2007,5.420395278,1191.027032
SYR,2007,1577.236882,282452.0408
TCA,2007,73.5404756,14639.7525
TCD,2007,1001.077371,269877.8697
TGO,2007,3187.393568,1125611.374
THA,2007,92628.55864,48476621.81
TJK,2007,14.0399934,3852.169998
TKM,2007,37.80768805,8760.630582
TLS,2007,1555.901781,864493.3096
TTO,2007,1108.586612,560752.0038
TUN,2007,878.4803312,253577.2495
TUR,2007,25344.1462,6107474.709
TWN,2007,1729.670144,850838.0589
TZA,2007,121685.2129,39340025.05
UGA,2007,36627.18579,17069894.76
UKR,2007,64266.43965,24587761.74
URY,2007,21529.69942,11098629.46
USA,2007,2435022.678,870361764.3
UZB,2007,43.11389129,11068.18592
VCT,2007,23.15694366,12806.64561
VEN,2007,114346.9797,48242826.96
VGB,2007,6.138666342,2316.900124
VIR,2007,25.06351793,9955.975587
VNM,2007,80225.30123,46242271.41
VUT,2007,111.8981949,62958.20348
XAD,2007,3.367707529,848.5452037
XCA,2007,17.06551944,771.950238
XKO,2007,811.0238212,292112.2787
XNC,2007,12.67776585,3136.647596
ZAF,2007,47105.15704,23977301.48
ZMB,2007,53654.07997,18190734.69
ZWE,2007,9299.785557,3205513.685
AFG,2008,107.4062482,31280.81925
AGO,2008,103582.0364,31121896.13
AIA,2008,10.39065127,2148.412129
ALA,2008,1291.947955,320292.1265
ALB,2008,5471.318404,1796908.173
AND,2008,5.247863487,2696.305749
ARG,2008,592753.2272,130113504.2
ARM,2008,113.0315331,31200.83976
ATG,2008,45.69564378,14326.23931
AUS,2008,205724.854,49020381.11
AUT,2008,26895.74319,13341803.9
AZE,2008,472.3169241,125257.5027
BDI,2008,1999.445333,685013.4595
BEL,2008,7213.544886,3644358.632
BEN,2008,481.5517399,165642.5003
BES,2008,0.590921557,65.53934603
BFA,2008,4.757499022,1227.674118
BGD,2008,4480.089873,2109691.208
BGR,2008,6448.134767,2236816.955
BHS,2008,1949.235761,591607.2582
BIH,2008,1551.788318,595486.4613
BLM,2008,0.146610286,42.30865721
BLR,2008,35896.4819,11687081.25
BLZ,2008,8216.09473,3703831.389
BMU,2008,0.195896768,70.71047535
BOL,2008,369850.5606,155862771.1
BRA,2008,2444308.038,1246874966
BRB,2008,13.71672659,4916.141493
BRN,2008,1299.95055,985707.4189
BTN,2008,775.3336951,448866.9788
BWA,2008,26.06325586,4531.882934
CAF,2008,31859.75234,13393276.98
CAN,2008,1949007.837,358601115.7
CHE,2008,2419.26864,1230924.829
CHL,2008,123068.3134,44613126.63
CHN,2008,738031.2919,321779277.5
CIV,2008,127466.5947,54816094.54
CMR,2008,35141.59928,19184016.59
COD,2008,404830.7294,231753792.7
COG,2008,17374.33581,8913862.043
COL,2008,231849.4997,127892752
COM,2008,34.95359878,18035.81987
CPV,2008,0.148145368,0
CRI,2008,21875.0408,10825273.27
CUB,2008,17083.73577,6342242.36
CUW,2008,5.492518068,1132.85409
CYM,2008,32.34618678,8904.401657
CYP,2008,94.79670438,21323.39197
CZE,2008,16872.51001,7757239.069
DEU,2008,61696.17109,30619159.88
DMA,2008,93.3736837,53029.11349
